
 Lista de Imóveis da Caixa;;Data de geração:;21/03/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444401815553 ;RJ ;ITAGUAI ;ENGENHO ;RUA BARAO DO RIO BRANCO, N. 14, QD 115 LT 14 CS 16 ;53.757,58;110.000,00;51.13;Casa, 0.00 de área total, 49.91 de área privativa, 60.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401815553
 8444412945925 ;RJ ;ITAGUAI ;SAO JOSE ;RUA SÃO PEDRO (ATUAL RUA WALDIR RIBEIRO NOVAES), N. 42, CS 02 ;53.704,21;109.890,79;51.13;Casa, 0.00 de área total, 37.56 de área privativa, 360.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412945925
 8444415436355 ;RJ ;ITAGUAI ;PARQUE PRIMAVERA ;RUA LILAS, N. SN, QD 106, LT 38 ;74.802,38;153.000,00;51.11;Casa, 0.00 de área total, 51.22 de área privativa, 120.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415436355
 8444420489950 ;RJ ;ITAGUAI ;PARQUE PRIMAVERA ;RUA JOSE LOPES NOBOA, N. SN, QD 106 LT 29 CS 01 ;68.288,43;139.676,44;51.11;Casa, 0.00 de área total, 62.10 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420489950
 8444406134422 ;RJ ;ITAGUAI ;VILA MARGARIDA ;RUA TRES, N. 1011, Apto 204, BL 12 ;47.511,65;96.837,92;50.94;Apartamento, 52.00 de área total, 52.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406134422
 8090970006755 ;RJ ;ITAGUAI ;ENGENHO ;R SALIM  F DO NASCIMENTO, N. 40, CASA 3 ;48.572,44;99.000,00;50.94;Casa, 0.00 de área total, 52.97 de área privativa, 75.09 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8090970006755
 8787703409780 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. SN, Apto 102, TORRE 01 ;63.821,25;130.000,00;50.91;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703409780
 8444418244260 ;RJ ;ITAGUAI ;PARQUE PRIMAVERA ;RUA LILAS, N. SN, CS 03, QD 107, LT 37 ;97.226,65;198.000,00;50.90;Casa, 0.00 de área total, 51.22 de área privativa, 360.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418244260
 8444402581009 ;RJ ;ITAGUAI ;ENGENHO ;RUA JOAO PLAZA GONZALES (ANTIGA RUA 04), N. SN, CS 04, QD 119, LT 22 ;59.023,95;120.000,00;50.82;Casa, 0.00 de área total, 57.36 de área privativa, 445.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402581009
 8444402050283 ;RJ ;ITAGUAI ;ENGENHO ;AVENIDA AV. BARAO DO RIO BRANCO N. 14 CS.14, N. 14, LT.14, QD.115, CS.14 ;30.524,12;62.000,00;50.77;Casa, 49.91 de área total, 49.91 de área privativa, 60.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402050283
 1444402071703 ;RJ ;ITAGUAI ;JARDIM MAR ;RUA LAEL JOSE MAXIMO, N. S/N, LOTE 34 QUADRA 22 CASA 4 ;78.984,41;160.000,00;50.64;Casa, 63.74 de área total, 63.74 de área privativa, 720.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402071703
 1555521217088 ;RJ ;ITAGUAI ;JARDIM MAR ;RUA MARLY MOREIRA DE BRITO, N. SN, QD 22 LT10 CS 01 ;79.414,25;160.870,73;50.64;Casa, 0.00 de área total, 63.74 de área privativa, 90.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555521217088
 8787703325500 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. 1997, Apto 201, TR 14 ;80.643,71;162.869,00;50.49;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703325500
 8787707792090 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. 1997, Apto 103, BLOCO 10 ;68.130,41;137.000,00;50.27;Apartamento, 47.19 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707792090
 8444409379116 ;RJ ;ITAGUAI ;PARQUE PRIMAVERA ;RUA DOS CRAVOS (RUA MIGUEL ARCANJO DA SILVA), N. 42, CS 42 QD 117 ;52.434,08;105.182,51;50.15;Casa, 0.00 de área total, 42.55 de área privativa, 140.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409379116
 8444401780792 ;RJ ;ITAGUAI ;ENGENHO ;AVENIDA AVENIDA BARÃO DO RIO BRANCO N. 14 CS.8, N. 14, LT.14, QD.115, CS.08 ;51.346,09;103.000,00;50.15;Casa, 49.91 de área total, 49.91 de área privativa, 1080.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401780792
 8090970005120 ;RJ ;ITAGUAI ;ENGENHO ;RUA HONORIO SANTOS FREITAS  N 567 LOTE 08 QUADRA 1, N. 567, LT 08 QD 103 ;61.518,01;123.014,64;50.00;Casa, 0.00 de área total, 64.85 de área privativa, 360.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8090970005120
 8444401943799 ;RJ ;ITAGUAI ;ENGENHO ;RUA BARAO DO RIO BRANCO, QD 115, LT 14, CS 05 ;56.757,69;113.000,00;49.78;Casa, 0.00 de área total, 49.91 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401943799
 8787705016777 ;RJ ;ITAGUAI ;WEDA ;RUA VITOR EMANUEL CICARINO, N. 0, Apto 102, TORRE 22 ;72.916,61;145.000,00;49.72;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705016777
 8444402145063 ;RJ ;ITAGUAI ;JARDIM MAR ;RUA MARLY MOREIRA DE BRITO, N. 0, CASA 06  LOTE 10 ;76.436,73;152.000,00;49.72;Casa, 0.00 de área total, 63.74 de área privativa, 90.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402145063
 1444405943205 ;RJ ;ITAGUAI ;VILA MARGARIDA ;RUA ELISEU VISCONTI, N. 15, Apto SN, LT 10B, QD 09, APARTAMENTO TERREO ;105.334,77;209.000,00;49.61;Apartamento, 0.00 de área total, 87.21 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405943205
 8409770001893 ;RJ ;ITAGUAI ;VISTA ALEGRE ;RUA BELA VISTA, N. S/N, LT 02, QD 04 ;50.506,10;100.000,00;49.50;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8409770001893
 1787700336856 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. SN, Apto 102, BLOCO 23 ;68.225,21;135.000,00;49.47;Apartamento, 108.20 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700336856
 8444412708923 ;RJ ;ITAGUAI ;BRISA MAR ;RUA RUA GOVERNADOR MARIO COVAS N. SN CASA 02 LO, N. SN, LT 42-B, QD 03 ;97.053,34;192.000,00;49.46;Casa, 0.00 de área total, 87.03 de área privativa, 136.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412708923
 8787706852412 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. 1997, Apto 102, BL 03 ;73.349,16;143.600,00;48.93;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706852412
 1444406810411 ;RJ ;ITAGUAI ;MONTE SERRAT ;R MARIA CANDIDA, LOTE 29 ;136.677,30;267.523,25;48.92;Terreno, 0.00 de área total, 0.00 de área privativa, 400.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406810411
 1555533313320 ;RJ ;ITAGUAI ;CHAPERO ;RUA VINTE E DOIS, N. S/N, LT 15 UN 01 PARQUE CHAPERO ;156.335,02;306.000,00;48.92;Terreno, 0.00 de área total, 0.00 de área privativa, 5000.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555533313320
 1444412226157 ;RJ ;ITAGUAI ;CALIFORNIA ;RUA OSWALDO CRUZ, N. 405, CS01 ;96.854,80;189.058,00;48.77;Casa, 0.00 de área total, 68.12 de área privativa, 51.67 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444412226157
 8444401869912 ;RJ ;ITAGUAI ;ENGENHO ;RUA BARAO DO RIO BRANCO, N. 14, CS 02 ;63.782,51;124.000,00;48.57;Casa, 0.00 de área total, 49.91 de área privativa, 55.54 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401869912
 1444400518360 ;RJ ;ITAGUAI ;ENGENHO ;RUA LUCIA ROCHA WANDERLEY, N. SN, QD111, LT02 ;184.767,34;356.000,00;48.10;Casa, 0.00 de área total, 267.50 de área privativa, 356.40 de área do terreno,  4 qto(s), varanda, a.serv, WC, 2 sala(s), Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400518360
 8444415806314 ;RJ ;ITAGUAI ;ENGENHO ;RUA RUA ARABELA RANGEL PEREIRA, N. 8, CASA 08, LOTE 02, QUADRA 78 ;88.810,67;167.000,00;46.82;Casa, 78.39 de área total, 78.39 de área privativa, 91.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415806314
 1555514907180 ;RJ ;ITAGUAI ;SANTA CANDIDA ;RUA JOSE ACYR MEDEIROS, N. 484, 0 ;480.942,58;900.179,00;46.58;Casa, 0.00 de área total, 414.54 de área privativa, 6354.61 de área do terreno,  5 qto(s), WC, 4 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555514907180
 1444403783081 ;RJ ;ITAGUAI ;ENGENHO ;RUA JOAO ROSA GONZALES, N. 1162, 1, 521 E 2, N. 1162, LOTES Nº 01 E 02, QUADRA 52 ;293.850,91;550.000,00;46.58;Casa, 214.96 de área total, 214.96 de área privativa, 715.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 1 sala(s), DCE, sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403783081
 1444402750090 ;RJ ;ITAGUAI ;ENGENHO ;RUA ARABELA RANGEL PEREIRA, N. SN, CS 1, LT 02, QD 78 ;106.317,74;196.000,00;45.76;Casa, 0.00 de área total, 78.39 de área privativa, 728.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402750090
 8090970007093 ;RJ ;ITAGUAI ;PARQUE PRIMAVERA ;RUA DOS CRAVOS, N. SN, CS 53 ;42.243,51;77.500,00;45.50;Casa, 42.55 de área total, 42.55 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8090970007093
 8787703452154 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. 1997, Apto 301, TR 12 ;63.396,10;116.000,00;45.35;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703452154
 8787703521776 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. S/N, Apto 202, TR 10 ;80.076,30;143.313,81;44.13;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703521776
 8444401787274 ;RJ ;ITAGUAI ;ENGENHO ;RUA BARAO DO RIO BRANCO, N. 14, CS15 ;60.960,14;107.000,00;43.03;Casa, 0.00 de área total, 49.91 de área privativa, 30.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401787274
 8444401815820 ;RJ ;ITAGUAI ;ENGENHO ;AVENIDA BARAO DO RIO BRANCO, N. 14, CS 07 ;62.566,74;109.819,98;43.03;Casa, 0.00 de área total, 49.91 de área privativa, 30.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401815820
 8787703396386 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. SN, Apto 202, TORRE 05 ;59.999,74;105.000,00;42.86;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703396386
 8787703592150 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. SN, Apto 101, TORRE 03 ;62.470,68;109.324,16;42.86;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703592150
 8787705265238 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. SN, Apto 203, BL 26 ;58.350,94;102.114,58;42.86;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705265238
 8787703746360 ;RJ ;ITAGUAI ;LOT PARTE NORTE DA F ;RUA VITOR EMANUEL CICARINO, N. SN, Apto 402, TORRE 08 ;67.708,99;118.117,73;42.68;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703746360
 8787703431785 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. 183, Apto 201, TORRE 07 ;68.214,74;119.000,00;42.68;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703431785
 8787703447452 ;RJ ;ITAGUAI ;WEDA ;RUA VITOR EMANUEL CICARINO, N. SN, Apto 202, TORRE 2 ;69.876,70;121.899,27;42.68;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703447452
 8787704977943 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. 1997, Apto 301, TORRE 22 ;67.068,27;117.000,00;42.68;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704977943
 8787705504992 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. 183, Apto 404, TORRE 25 ;69.934,44;122.000,00;42.68;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705504992
 8787706051096 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. SN, Apto 203, TORRE 23 ;71.654,14;125.000,00;42.68;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706051096
 8787707059317 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. 183, Apto 302, TORRE 7 ;68.214,74;119.000,00;42.68;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707059317
 8787707261221 ;RJ ;ITAGUAI ;WEDA ;RUA VITOR EMANUEL CICARINO, N. SN, Apto 104, TORRE 07 PAVIMENTO 1 ;68.214,74;119.000,00;42.68;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707261221
 8787707261299 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. SN, Apto 103, TORRE 05 ;68.214,74;119.000,00;42.68;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707261299
 8787708317468 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. SN, Apto 303, TORRE 24 ;69.934,44;122.000,00;42.68;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708317468
 8444402193572 ;RJ ;ITAGUAI ;ENGENHO ;RUA BARAO DO RIO BRANCO, N. 14, QD 115, LT 14, CS 09 ;57.721,26;100.000,00;42.28;Casa, 0.00 de área total, 49.91 de área privativa, 49.91 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402193572
 8787705286243 ;RJ ;ITAGUAI ;WEDA ;RUA VITOR EMANUEL CICARINO, N. SN, Apto 203, 2º PAV - TORRE 06 - TP.01 ;78.201,87;135.000,00;42.08;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705286243
 8787703364786 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. 1997, Apto 402, TORRE 26 ;77.343,74;133.518,62;42.08;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703364786
 8787703368340 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. SN, Apto 204, BL 01 ;79.939,69;138.000,00;42.08;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703368340
 8787703426480 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. 1997, Apto 201, TORRE 25, TIPO 01 ;72.756,70;125.600,00;42.08;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703426480
 8787703831104 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. SN, Apto 402, BL 14 ;79.939,69;138.000,00;42.08;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703831104
 8787704103145 ;RJ ;ITAGUAI ;WEDA ;RUA VICTOR EMANUEL CICARINO, N. SN, Apto 101, TORRE 02 PAVIMENTO 1 ;74.146,96;128.000,00;42.08;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704103145
